idx,question,choice_A,choice_B,choice_C,choice_D,correct_answer,domain,label,task,annotator_id,question_comments,choices_comments
470,"A company's revenue increased by 180% this year, resulting in \$560,000. What was the company's revenue last year?","\$200,000","\$311,111","\$448,000","\$560,000",A,Problem-Solving and Data Analysis,Percentages,Include percentages greater than or equal to 100%.,Annotator 3,"While $200,000 is correct, this question is very misleading. 200% of 200,000 is $400,000. So saying an amount increases by 180% can be interpreted as that you had 100% of what you originally had, plus the extra 80% to give you the total, or could be interpreted as you take 100% of what you had, add 80% more, then add that entire amount to what you started with. If you interpret it the first way, you get choice B since 180% of $311,111.11 gives you the final amount of $560,000. But if you take it to mean the 2nd, you get $200,000 since you'd take 180% of $200,000, which gives you $360,000. Adding that to the original of $200,000 gives $560,000. Too confusing and I can't think of how to fix it so it's more clear.",None || None || None || None
462,"A student organization sells 200 pens at \$3 each and 150 notebooks at \$8 each. Next year, the pen price will decrease by 10% and the notebook price will increase by 15%. What is the percent change in total revenue if quantities sold remain constant?",5% decrease,6.67% increase,5% increase,6.67% increase,D,Problem-Solving and Data Analysis,Percentages,Solve problems involving percent increases and decreases for many different quantities.,Annotator 4,"No answer choice is correct. Revised Option D to be correct, and Option B so that D doesn't stand  out as different.",None || None || None || None
79,"A bacteria culture's optical density reading measures a decrease in its size of 30% at the end of the first day. At the end of the second day, the optical density measure showed an increased of 40% from the last measurement. What is the overall percentage change in the culture's size over the two days?",5% increase,10% increase,2% decrease,2% increase,C,Problem-Solving and Data Analysis,Percentages,"Understand and use the relationship between percent change and growth factor (5% and 1.05, for example).",Annotator 3,"Added what it is that's decreasing (a culture can't, but a something measurable about it can), and that the 40% increase is based on the end of 1st day not its original population size.",None || None || None || None
254,"An investment fund grew by $150\%$ one quarter, then by $120\%$ the next quarter, and finally decreased by $60\%$ in the third quarter. What was the total percentage increase from the initial value?",$80\%$,$140\%$,$170\%$,$210\%$,B,Problem-Solving and Data Analysis,Percentages,Include percentages greater than or equal to 100%.,Annotator 3,"I just don't like these questions. It's confusing and I think it traps students into guessing and I don't think the context of investing in accounts that make 150% is realistic, nor is a context most students would understand.",None || None || None || None
130,"A house was valued at \$250,000, and its value decreased by 8% during an economic downturn. If the value then increased by 12% during the recovery period, what was the total percentage change in the house's value from the original price?",3.04% increase,4% increase,-10.4% decrease,0.96% increase,A,Problem-Solving and Data Analysis,Percentages,"Understand and use the relationship between percent change and growth factor (5% and 1.05, for example).",Annotator 3,"Not sure if many students would connect to homeownership, but maybe.",None || None || None || None
377,"A shoe store purchases a pair of designer boots for \$120 and marks the price up by 20% to sell. Due to popularity, the store then marks the boots price up again by 15%. The store then has a sale and offers a 25% discount on the final marked-up price, what is the final selling price of the boots?",\$108.00,\$121.50,\$129.60,\$124.20,D,Problem-Solving and Data Analysis,Percentages,Use percentages to solve problems in a variety of contexts.,Annotator 3,"Changed the prompt a little to make it not seem like the store is just gouging customers (which they are if they marked up the price twice). I've also done this problem at least 5 times, and each time I keep getting choice C. Maybe I did it incorrectly, but I think their answer is incorrect.",None || None || None || None
484,A town's population increased by $20\%$ one year and then increased again by $15\%$ the next. What is the total percentage increase in the population over the two-year period?,$23\%$,$32\%$,$35\%$,$38\%$,D,Problem-Solving and Data Analysis,Percentages,"Understand and use the relationship between percent change and growth factor (5% and 1.05, for example).",Annotator 3,Adding that the second 15% was also an increase to make it more clear.,None || None || None || None
594,A store increased the price of a jacket by 30% and then later decreased the new price by 20%. What is the overall percentage change in the price of the jacket?,20% decrease,4% increase,10% increase,24% increase,B,Problem-Solving and Data Analysis,Percentages,"Understand and use the relationship between percent change and growth factor (5% and 1.05, for example).",Annotator 2,Removed unnecessary - on first answer,None || None || None || None
885,"After a 25% discount, a book costs \$36. What was the original price of the book?",\$27.00,\$144,\$46.80,\$48.00,D,Problem-Solving and Data Analysis,Percentages,Use percentages to solve problems in a variety of contexts.,Annotator 2,updated with improved distractors,None || None || None || None
529,A survey of 500 randomly selected high school students found that 65\% support extending the lunch period. The survey's margin of error is $\pm4$ percentage points. Which of the following statements best interprets this margin of error?,Between 61\% and 69\% of the 500 surveyed students support extending the lunch period.,"65\% of all high school students support extending the lunch period, with a 4\% chance of error.",The true proportion of all high school students who support extending the lunch period is between 61\% and 69\%.,We can be 96\% certain that 65\% of all high school students support extending the lunch period.,C,Problem-Solving and Data Analysis,Inference from sample statistics and margin of error,Interpret margin of error.,Annotator 1,% symbol isn't showing up correctly ,None || None || None || None
